no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,weekday,month_part
1,0,0,1,Not Selected,0,Room_Type 1,36,10,Online,0,0,0,102.6,2,Not_Canceled,5,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,9,Online,0,0,0,111.65,0,Not_Canceled,4,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,11,Online,0,0,0,97.0,0,Canceled,6,3
3,0,2,2,Meal Plan 1,0,Room_Type 4,92,5,Online,0,0,0,150.45,2,Not_Canceled,1,2
3,0,1,2,Meal Plan 1,0,Room_Type 4,80,11,Online,0,0,0,126.0,2,Not_Canceled,6,2
1,0,1,1,Meal Plan 1,0,Room_Type 1,44,11,Online,0,0,0,91.2,0,Canceled,0,2
3,0,0,4,Meal Plan 1,0,Room_Type 4,55,10,Offline,0,0,0,112.5,1,Not_Canceled,5,3
2,0,1,2,Meal Plan 1,0,Room_Type 4,57,3,Online,0,0,0,118.5,1,Not_Canceled,2,2
2,1,2,2,Meal Plan 1,0,Room_Type 1,30,12,Online,0,0,0,84.32,0,Canceled,6,3
1,0,1,2,Meal Plan 1,0,Room_Type 1,256,9,Offline,0,0,0,64.33,0,Not_Canceled,3,2
2,1,0,1,Meal Plan 1,0,Room_Type 1,1,3,Online,0,0,0,159.0,2,Not_Canceled,5,3
3,0,0,2,Meal Plan 1,0,Room_Type 4,29,10,Online,0,0,0,201.25,3,Not_Canceled,4,1
2,0,0,2,Not Selected,0,Room_Type 1,51,10,Online,0,0,0,108.0,1,Canceled,4,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,144,12,Online,0,0,0,72.25,2,Not_Canceled,4,3
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,Offline,0,0,0,95.0,0,Not_Canceled,5,2
2,0,0,3,Not Selected,0,Room_Type 1,5,11,Online,0,0,0,90.33,0,Canceled,4,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,23,11,Online,0,0,0,112.0,2,Not_Canceled,6,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,107,11,Online,0,0,0,117.28,0,Not_Canceled,1,1
2,0,0,1,Not Selected,0,Room_Type 1,5,9,Online,0,0,0,115.0,1,Not_Canceled,5,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,6,Offline,0,0,0,90.67,0,Not_Canceled,6,1
2,0,0,2,Not Selected,0,Room_Type 1,119,5,Online,0,0,0,94.5,0,Canceled,6,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,23,10,Online,0,0,0,145.0,2,Not_Canceled,6,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,3,8,Online,0,0,0,122.0,2,Not_Canceled,4,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,204,5,Offline,0,0,0,90.0,0,Canceled,5,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,15,11,Online,0,0,0,99.67,2,Not_Canceled,0,2
2,0,0,5,Meal Plan 1,0,Room_Type 1,22,5,Online,0,0,0,142.2,0,Not_Canceled,3,1
2,0,2,1,Not Selected,0,Room_Type 1,31,3,Online,0,0,0,76.1,0,Not_Canceled,0,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,31,8,Online,0,0,0,135.9,2,Not_Canceled,5,1
3,0,0,3,Meal Plan 1,1,Room_Type 4,135,8,Online,0,0,0,155.7,1,Not_Canceled,3,1
3,0,0,2,Meal Plan 1,0,Room_Type 1,30,3,Online,0,0,0,88.9,0,Not_Canceled,6,1
2,0,2,2,Not Selected,0,Room_Type 1,22,8,Online,0,0,0,112.25,2,Not_Canceled,1,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,127,6,Online,0,0,0,96.3,1,Not_Canceled,2,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,98,10,Online,0,0,0,90.6,1,Not_Canceled,1,3
2,0,0,2,Not Selected,0,Room_Type 1,23,11,Online,0,0,0,88.0,2,Not_Canceled,5,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,282,10,Online,0,0,0,0.0,0,Not_Canceled,1,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,7,Online,0,0,0,90.9,1,Not_Canceled,6,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,100,5,Online,0,0,0,136.0,1,Not_Canceled,5,2
2,0,2,2,Meal Plan 1,0,Room_Type 4,16,5,Online,0,0,0,111.35,2,Not_Canceled,1,3
2,0,0,4,Meal Plan 1,1,Room_Type 1,22,11,Online,0,0,0,111.0,2,Not_Canceled,3,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,11,Offline,0,0,0,89.0,0,Canceled,5,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,1,Complementary,0,0,0,0.0,0,Not_Canceled,5,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,280,9,Offline,0,0,0,110.0,0,Canceled,2,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,15,4,Online,0,0,0,118.33,1,Not_Canceled,6,2
1,0,1,3,Meal Plan 1,0,Room_Type 1,79,4,Online,0,0,0,80.75,0,Canceled,5,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,Offline,0,0,0,115.0,0,Canceled,5,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,5,12,Online,0,0,0,96.0,0,Not_Canceled,2,2
2,0,0,2,Not Selected,0,Room_Type 1,35,8,Online,0,0,0,125.1,0,Canceled,4,1
1,0,2,2,Meal Plan 1,0,Room_Type 4,76,11,Online,0,0,0,145.8,0,Canceled,1,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,143,10,Online,0,0,0,118.8,2,Not_Canceled,3,2
2,0,2,4,Meal Plan 1,0,Room_Type 1,56,3,Online,0,0,0,93.5,0,Canceled,0,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,0,8,Offline,0,0,0,109.0,0,Not_Canceled,0,2
3,0,0,5,Meal Plan 1,0,Room_Type 4,42,8,Online,0,0,0,168.3,0,Not_Canceled,3,3
1,0,1,1,Meal Plan 1,0,Room_Type 1,21,10,Corporate,1,0,3,95.0,0,Not_Canceled,2,2
2,0,2,5,Meal Plan 1,0,Room_Type 4,54,4,Online,0,0,0,114.63,0,Not_Canceled,2,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2,Offline,0,0,0,75.0,0,Not_Canceled,5,2
2,0,0,1,Not Selected,0,Room_Type 1,3,4,Online,0,0,0,89.0,2,Not_Canceled,3,2
2,0,0,3,Meal Plan 2,0,Room_Type 1,9,2,Offline,0,0,0,117.0,0,Not_Canceled,5,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,279,10,Offline,0,0,0,110.0,0,Canceled,4,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,58,3,Offline,0,0,0,63.0,0,Not_Canceled,5,2
2,0,0,5,Not Selected,0,Room_Type 1,128,8,Online,0,0,0,103.5,1,Not_Canceled,3,1
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,6,Offline,0,0,0,120.0,0,Canceled,1,2
2,0,0,1,Meal Plan 1,1,Room_Type 7,4,11,Complementary,0,0,0,0.0,2,Not_Canceled,0,2
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,5,Offline,0,0,0,115.0,1,Not_Canceled,2,3
2,0,1,2,Meal Plan 2,0,Room_Type 1,105,10,Offline,0,0,0,110.0,0,Canceled,3,2
3,0,0,4,Meal Plan 1,0,Room_Type 4,73,7,Online,0,0,0,149.4,0,Canceled,4,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,5,Offline,0,0,0,140.0,0,Not_Canceled,6,2
2,0,2,3,Meal Plan 1,0,Room_Type 1,276,5,Offline,0,0,0,61.0,0,Canceled,6,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,104,4,Online,0,0,0,96.3,2,Not_Canceled,3,3
2,0,0,1,Not Selected,0,Room_Type 1,37,5,Online,0,0,0,116.1,0,Canceled,0,1
2,1,1,0,Meal Plan 2,0,Room_Type 1,87,8,Online,0,0,0,176.85,0,Canceled,2,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,56,9,Offline,0,0,0,82.0,0,Not_Canceled,6,2
2,1,0,3,Meal Plan 1,0,Room_Type 1,26,10,Online,0,0,0,125.83,1,Not_Canceled,4,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,9,12,Corporate,0,0,0,65.0,0,Not_Canceled,6,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,219,9,Offline,0,0,0,76.67,0,Not_Canceled,0,1
1,0,0,1,Not Selected,0,Room_Type 1,1,10,Online,0,0,0,114.0,1,Not_Canceled,5,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,34,9,Online,0,0,0,135.9,1,Not_Canceled,6,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,4,4,Corporate,1,1,14,67.0,1,Not_Canceled,2,2
2,1,0,2,Not Selected,0,Room_Type 1,1,11,Online,0,0,0,70.4,1,Not_Canceled,4,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,204,10,Offline,0,0,0,72.75,0,Not_Canceled,0,1
3,0,1,5,Meal Plan 2,0,Room_Type 4,179,8,Online,0,0,0,179.92,0,Canceled,2,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,28,9,Online,0,0,0,103.46,1,Canceled,3,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,9,Online,0,0,0,152.33,2,Not_Canceled,0,2
2,0,2,2,Meal Plan 1,0,Room_Type 4,126,5,Online,0,0,0,83.12,1,Not_Canceled,1,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,205,5,Offline,0,0,0,90.0,0,Canceled,1,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,9,Offline,0,0,0,115.0,1,Canceled,3,2
3,0,4,5,Meal Plan 1,0,Room_Type 1,167,8,Offline,0,0,0,96.9,2,Not_Canceled,1,2
2,0,0,3,Meal Plan 1,0,Room_Type 4,338,12,Online,0,0,0,87.3,0,Canceled,5,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,80,1,Online,0,0,0,87.32,0,Not_Canceled,6,1
2,0,0,3,Meal Plan 1,0,Room_Type 2,46,11,Online,0,0,0,105.5,1,Not_Canceled,5,1
1,0,1,3,Meal Plan 1,0,Room_Type 4,27,6,Online,0,0,0,104.72,1,Not_Canceled,2,2
3,0,1,3,Meal Plan 1,0,Room_Type 4,98,12,Online,0,0,0,111.69,0,Not_Canceled,2,3
2,0,2,2,Meal Plan 2,0,Room_Type 1,175,7,Online,0,0,0,123.25,1,Canceled,1,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,6,Offline,0,0,0,120.0,0,Canceled,2,2
2,1,0,1,Meal Plan 1,0,Room_Type 1,0,7,Online,0,0,0,159.0,0,Not_Canceled,6,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,Offline,0,0,0,101.5,0,Not_Canceled,0,2
2,0,1,1,Not Selected,0,Room_Type 1,90,7,Online,0,0,0,46.66,0,Not_Canceled,3,2
2,0,2,1,Not Selected,0,Room_Type 1,38,4,Online,0,0,0,68.14,1,Not_Canceled,1,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,31,5,Online,0,0,0,126.9,1,Not_Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,166,7,Online,0,0,0,90.95,2,Not_Canceled,5,1
2,2,1,3,Meal Plan 1,0,Room_Type 6,81,10,Online,0,0,0,190.8,1,Not_Canceled,2,1
1,0,2,4,Not Selected,0,Room_Type 1,37,3,Online,0,0,0,107.1,0,Canceled,5,3
2,0,2,1,Meal Plan 1,0,Room_Type 4,18,8,Offline,0,0,0,132.8,0,Not_Canceled,1,2
2,2,0,1,Meal Plan 1,0,Room_Type 6,4,8,Online,0,0,0,153.0,1,Not_Canceled,6,3
2,0,1,2,Meal Plan 2,0,Room_Type 4,94,5,Online,0,0,0,174.6,0,Canceled,6,2
1,0,0,3,Meal Plan 1,0,Room_Type 4,11,6,Corporate,0,0,0,90.0,0,Not_Canceled,3,2
2,1,0,1,Meal Plan 1,1,Room_Type 4,0,6,Online,0,0,0,148.0,2,Not_Canceled,4,1
1,0,0,3,Meal Plan 1,0,Room_Type 4,28,6,Online,0,0,0,108.42,1,Not_Canceled,3,2
1,0,1,2,Meal Plan 1,0,Room_Type 1,19,10,Corporate,1,1,5,95.0,0,Not_Canceled,2,1
2,2,1,3,Meal Plan 1,0,Room_Type 6,85,9,Online,0,0,0,220.73,0,Canceled,5,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,132,8,Online,0,0,0,96.3,0,Canceled,2,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,59,12,Offline,0,0,0,72.0,0,Not_Canceled,0,2
2,0,1,4,Meal Plan 1,1,Room_Type 1,83,8,Online,0,0,0,85.5,1,Not_Canceled,5,1
2,0,0,1,Not Selected,0,Room_Type 1,9,5,Online,0,0,0,99.0,0,Not_Canceled,4,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,16,11,Offline,0,0,0,55.0,0,Not_Canceled,0,3
2,2,1,0,Meal Plan 1,0,Room_Type 7,73,8,Online,0,0,0,205.38,2,Not_Canceled,1,2
2,0,2,3,Meal Plan 1,0,Room_Type 4,101,1,Offline,0,0,0,62.0,0,Not_Canceled,0,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,18,3,Online,0,0,0,113.67,0,Canceled,0,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,6,Offline,0,0,0,115.0,1,Canceled,6,3
2,2,0,1,Meal Plan 1,0,Room_Type 6,20,7,Online,0,0,0,231.0,3,Not_Canceled,4,1
2,0,2,0,Meal Plan 1,0,Room_Type 4,48,5,Online,0,0,0,159.3,0,Canceled,1,3
2,2,2,1,Not Selected,0,Room_Type 6,0,8,Online,0,0,0,153.0,0,Not_Canceled,1,1
2,2,0,2,Meal Plan 2,0,Room_Type 6,30,9,Online,0,0,0,233.1,1,Not_Canceled,6,1
2,0,1,0,Not Selected,0,Room_Type 1,4,5,Online,0,0,0,89.0,0,Not_Canceled,1,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,228,6,Online,0,0,0,77.23,1,Not_Canceled,1,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,26,11,Offline,0,0,0,65.0,1,Not_Canceled,3,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,94,12,Online,0,0,0,72.25,1,Not_Canceled,6,1
2,0,2,1,Meal Plan 2,0,Room_Type 1,145,8,Offline,0,0,0,94.5,0,Not_Canceled,1,3
3,0,0,5,Meal Plan 1,0,Room_Type 4,107,6,Online,0,0,0,146.7,2,Not_Canceled,3,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,289,10,Offline,0,0,0,67.0,0,Not_Canceled,1,2
3,0,3,8,Meal Plan 1,0,Room_Type 4,34,3,Online,0,0,0,118.96,1,Canceled,5,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,78,3,Offline,0,0,0,100.0,0,Canceled,6,3
1,0,1,1,Meal Plan 1,0,Room_Type 1,33,1,Complementary,0,0,0,1.0,0,Not_Canceled,3,3
1,1,2,1,Meal Plan 2,0,Room_Type 2,117,8,Offline,0,0,0,80.75,1,Not_Canceled,1,1
3,0,2,1,Meal Plan 1,0,Room_Type 1,13,2,Online,0,0,0,130.0,2,Not_Canceled,1,1
2,0,0,2,Not Selected,0,Room_Type 1,49,5,Offline,0,0,0,85.0,0,Not_Canceled,6,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,290,6,Offline,0,0,0,72.0,0,Canceled,6,2
1,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,Online,0,0,0,0.0,0,Not_Canceled,0,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,10,9,Online,0,0,0,114.73,1,Not_Canceled,4,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,4,11,Online,0,0,0,111.0,1,Canceled,3,3
2,0,1,4,Meal Plan 1,0,Room_Type 1,336,9,Offline,0,0,0,39.0,0,Not_Canceled,4,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,Offline,0,0,0,110.0,0,Canceled,3,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2,Offline,0,0,0,75.0,0,Not_Canceled,5,2
2,0,0,1,Meal Plan 1,1,Room_Type 1,11,11,Online,0,0,0,96.0,1,Not_Canceled,4,1
2,0,0,4,Not Selected,0,Room_Type 1,183,10,Online,0,0,0,80.1,2,Canceled,4,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,6,8,Online,0,0,0,163.33,2,Not_Canceled,0,2
2,0,1,2,Meal Plan 1,1,Room_Type 1,2,1,Online,0,0,0,87.3,1,Not_Canceled,0,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,1,10,Online,0,0,0,140.0,0,Not_Canceled,6,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2,Offline,0,0,0,60.0,0,Canceled,2,3
1,0,1,2,Meal Plan 1,0,Room_Type 1,10,11,Online,0,0,0,98.33,2,Not_Canceled,2,3
3,1,0,3,Meal Plan 1,0,Room_Type 7,13,8,Online,0,0,0,231.15,2,Not_Canceled,4,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,87,9,Online,0,0,0,89.25,0,Canceled,0,2
2,0,1,3,Meal Plan 1,0,Room_Type 1,259,10,Online,0,0,0,80.24,0,Canceled,2,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,22,11,Corporate,0,0,0,62.0,1,Not_Canceled,4,2
2,0,2,5,Meal Plan 1,0,Room_Type 4,134,10,Online,0,0,0,116.36,1,Not_Canceled,0,3
2,2,2,2,Meal Plan 2,0,Room_Type 6,151,8,Online,0,0,0,226.35,2,Canceled,1,3
2,2,2,2,Meal Plan 2,1,Room_Type 1,141,7,Online,0,0,0,195.25,1,Not_Canceled,1,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,74,11,Online,0,0,0,124.6,1,Not_Canceled,5,1
2,0,1,0,Not Selected,0,Room_Type 1,27,6,Online,0,0,0,99.0,2,Not_Canceled,2,2
2,0,0,1,Not Selected,0,Room_Type 1,158,7,Online,0,0,0,75.6,0,Canceled,0,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,234,9,Online,0,0,0,106.2,1,Canceled,2,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,16,11,Online,0,0,0,84.0,0,Not_Canceled,4,2
2,0,0,3,Meal Plan 1,0,Room_Type 4,47,3,Online,0,0,0,91.8,0,Canceled,5,1
1,0,0,1,Not Selected,0,Room_Type 1,0,6,Online,0,0,0,129.0,1,Not_Canceled,3,2
1,0,0,1,Not Selected,0,Room_Type 1,20,6,Offline,0,0,0,85.0,0,Not_Canceled,5,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,37,11,Online,0,0,0,90.95,1,Not_Canceled,5,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,11,Offline,0,0,0,89.0,0,Canceled,5,1
1,0,0,2,Meal Plan 1,1,Room_Type 1,9,11,Corporate,0,0,0,65.0,0,Not_Canceled,4,3
2,0,2,3,Meal Plan 1,0,Room_Type 4,86,10,Online,0,0,0,121.14,1,Canceled,0,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,192,10,Offline,0,0,0,68.23,0,Not_Canceled,2,3
2,0,2,5,Not Selected,0,Room_Type 1,40,2,Online,0,0,0,77.23,0,Canceled,2,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,5,Offline,0,0,0,100.0,0,Canceled,6,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2,Offline,0,0,0,76.0,0,Not_Canceled,2,3
2,2,2,5,Meal Plan 1,0,Room_Type 7,41,10,Online,0,0,0,249.63,1,Not_Canceled,0,2
3,0,2,4,Meal Plan 1,0,Room_Type 6,19,9,Online,0,0,0,150.02,1,Canceled,1,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,9,Corporate,0,0,0,114.0,0,Not_Canceled,4,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,Offline,0,0,0,101.5,0,Not_Canceled,0,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,65,10,Online,0,0,0,75.54,1,Not_Canceled,5,3
2,0,2,1,Not Selected,0,Room_Type 1,95,10,Online,0,0,0,108.0,2,Not_Canceled,1,1
3,0,2,3,Meal Plan 1,0,Room_Type 4,19,4,Online,0,0,0,158.2,0,Canceled,0,1
2,0,1,3,Not Selected,0,Room_Type 1,123,9,Online,0,0,0,118.8,1,Canceled,2,1
3,0,2,5,Meal Plan 1,0,Room_Type 1,124,7,Offline,0,0,0,96.9,0,Not_Canceled,5,2
2,1,1,3,Not Selected,0,Room_Type 1,30,7,Offline,0,0,0,88.56,1,Not_Canceled,5,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,164,10,Offline,0,0,0,100.0,0,Not_Canceled,0,1
2,0,0,5,Meal Plan 1,0,Room_Type 1,140,12,Offline,0,0,0,70.0,0,Not_Canceled,4,3
1,0,0,3,Meal Plan 1,0,Room_Type 1,19,10,Offline,1,1,0,80.0,0,Not_Canceled,4,1
2,0,0,1,Not Selected,0,Room_Type 1,0,4,Online,0,0,0,89.0,1,Not_Canceled,0,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,Offline,0,0,0,109.0,0,Not_Canceled,0,2
2,0,1,5,Not Selected,0,Room_Type 1,94,7,Online,0,0,0,94.5,0,Canceled,3,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,42,9,Online,0,0,0,111.6,3,Not_Canceled,6,2
1,0,2,2,Meal Plan 1,0,Room_Type 1,24,4,Online,0,0,0,133.5,1,Not_Canceled,0,3
1,0,1,1,Meal Plan 1,0,Room_Type 1,32,7,Offline,0,0,0,85.0,0,Not_Canceled,2,2
2,0,0,2,Meal Plan 1,0,Room_Type 4,86,4,Online,0,0,0,127.8,0,Canceled,4,2
3,0,2,2,Meal Plan 1,0,Room_Type 1,26,12,Offline,0,0,0,60.75,1,Not_Canceled,1,3
2,0,2,3,Meal Plan 1,0,Room_Type 1,221,10,Online,0,0,0,90.95,2,Not_Canceled,0,3
2,1,0,2,Meal Plan 1,0,Room_Type 4,11,12,Complementary,0,0,0,0.0,2,Not_Canceled,0,1
1,0,0,3,Meal Plan 1,0,Room_Type 4,16,3,Corporate,0,0,0,75.0,0,Not_Canceled,3,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,68,9,Online,0,0,0,149.4,2,Not_Canceled,0,3
2,0,2,3,Meal Plan 1,0,Room_Type 1,182,10,Online,0,0,0,70.44,2,Not_Canceled,1,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,70,11,Offline,0,0,0,46.33,0,Not_Canceled,6,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,1,1,Online,0,0,0,101.0,1,Not_Canceled,1,3
1,0,0,2,Not Selected,0,Room_Type 1,19,9,Online,0,0,0,149.0,1,Not_Canceled,6,3
2,0,2,2,Not Selected,0,Room_Type 1,11,8,Online,0,0,0,139.0,0,Not_Canceled,0,2
2,0,0,4,Meal Plan 1,0,Room_Type 4,7,12,Online,0,0,0,99.88,0,Not_Canceled,4,1
1,0,0,4,Meal Plan 1,0,Room_Type 1,14,5,Online,0,0,0,0.0,0,Not_Canceled,4,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,5,8,Offline,0,0,0,72.25,0,Not_Canceled,1,2
2,0,2,2,Meal Plan 1,0,Room_Type 4,24,5,Online,0,0,0,117.3,1,Not_Canceled,1,3
1,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,Offline,0,0,0,80.0,0,Canceled,0,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,6,Offline,0,0,0,95.0,0,Not_Canceled,6,3
1,0,1,1,Meal Plan 1,0,Room_Type 1,0,10,Corporate,0,0,0,95.0,0,Not_Canceled,2,2
2,0,1,0,Not Selected,0,Room_Type 1,50,10,Online,0,0,0,108.0,1,Not_Canceled,2,2
1,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,Offline,0,0,0,90.0,0,Not_Canceled,5,2
2,0,1,3,Not Selected,0,Room_Type 1,63,7,Online,0,0,0,94.5,1,Not_Canceled,2,3
3,0,2,3,Meal Plan 1,0,Room_Type 4,29,5,Online,0,0,0,155.64,2,Not_Canceled,5,2
1,0,1,2,Meal Plan 1,0,Room_Type 1,237,9,Online,0,0,0,80.75,0,Canceled,3,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,183,9,Offline,0,0,0,110.0,1,Canceled,5,1
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,Offline,0,0,0,109.0,0,Canceled,2,1
2,0,0,2,Not Selected,0,Room_Type 1,38,11,Online,0,0,0,88.0,1,Canceled,5,1
3,0,2,6,Meal Plan 1,0,Room_Type 4,131,7,Online,0,0,0,137.19,0,Canceled,0,3
1,0,0,2,Meal Plan 1,1,Room_Type 1,1,8,Corporate,0,0,0,67.0,1,Not_Canceled,4,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2,Offline,0,0,0,66.0,0,Not_Canceled,6,1
2,0,1,3,Not Selected,0,Room_Type 1,221,9,Online,0,0,0,109.65,1,Canceled,2,2
2,0,0,3,Not Selected,0,Room_Type 1,8,8,Online,0,0,0,124.67,1,Not_Canceled,4,2
2,0,0,2,Not Selected,0,Room_Type 1,72,9,Corporate,0,0,0,100.0,1,Canceled,4,2
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,Offline,0,0,0,115.0,1,Canceled,1,3
3,0,1,4,Meal Plan 1,0,Room_Type 4,159,10,Online,0,0,0,123.3,1,Canceled,4,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,55,10,Online,0,0,0,82.47,1,Not_Canceled,0,3
2,0,2,2,Meal Plan 1,0,Room_Type 2,243,10,Online,0,0,0,81.76,3,Not_Canceled,0,3
2,0,1,2,Meal Plan 1,1,Room_Type 4,90,4,Online,0,0,0,114.3,1,Not_Canceled,6,2
2,0,2,0,Meal Plan 2,0,Room_Type 1,275,4,Offline,0,0,0,110.0,0,Canceled,1,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,18,9,Online,0,0,0,130.13,1,Not_Canceled,6,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,139,8,Online,0,0,0,123.3,1,Not_Canceled,1,1
2,2,2,1,Meal Plan 1,1,Room_Type 6,229,8,Online,0,0,0,177.3,2,Canceled,1,2
2,0,0,1,Meal Plan 1,0,Room_Type 4,65,4,Online,0,0,0,118.8,0,Not_Canceled,0,3
2,0,0,2,Meal Plan 1,1,Room_Type 4,7,10,Online,0,0,0,145.0,1,Not_Canceled,6,2
2,0,2,3,Meal Plan 1,0,Room_Type 1,70,4,Online,0,0,0,61.56,2,Not_Canceled,0,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,275,6,Offline,0,0,0,62.8,0,Canceled,0,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,257,7,Offline,0,0,0,101.5,0,Canceled,5,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,247,10,Online,0,0,0,90.95,1,Canceled,3,3
2,0,1,2,Meal Plan 1,0,Room_Type 2,200,10,Online,0,0,0,82.92,3,Not_Canceled,2,3
1,0,0,2,Meal Plan 1,0,Room_Type 1,46,11,Offline,0,0,0,67.5,0,Not_Canceled,6,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,31,5,Online,0,0,0,108.9,1,Not_Canceled,3,3
2,0,1,2,Meal Plan 1,0,Room_Type 4,38,9,Online,0,0,0,156.6,0,Canceled,2,3
